critical_vuln;high_vuln;medium_vuln;dt_created;issues_list;tool;cd_month_start;id_vulnerability;scan_date
;0;0;30/06/2023;['SQL Injection', 'Reflected XSS All Clients', 'Client DOM Stored XSS', 'Second Order SQL Injection', 'Client DOM XSS', 'Stored XSS', 'Client Potential XSS', 'Unsafe Object Binding', 'Unchecked Input for Loop Condition', 'Excessive Data Exposure', 'Stored Absolute Path Traversal', 'Privacy Violation', 'HttpOnlyCookies In Config', 'Missing HSTS Header', 'Spring Overly Permissive Cross Origin Resource Sharing Policy', 'Improper Exception Handling', 'Escape False', 'Client JQuery Deprecated Symbols', 'Log Forging', 'Insufficiently Protected Credentials', 'Race Condition Format Flaw', 'TruffleHog HighEntropy Strings', 'Incorrect Permission Assignment For Critical Resources', 'Heap Inspection', 'Improper Resource Shutdown or Release', 'Improper Resource Access Authorization', 'Use Of Hardcoded Password In Config', 'Integer Overflow', 'Integer Underflow', 'TruffleHog Regex Matches', 'Information Exposure Through an Error Message', 'Authorization Bypass Through User Controlled SQL PrimaryKey', 'Information Leak Through Comments', 'Uncontrolled Memory Allocation', 'Potential Clickjacking on Legacy Browsers', 'Missing Content Security Policy', 'Object Hijack', 'Public Data Assigned to Private Array', 'Private Array Returned From A Public Method', 'Serializable Class Containing Sensitive Data', 'Use Of Hardcoded Password', 'Spring Missing Expect CT Header', 'Spring Missing Content Security Policy', 'Spring defaultHtmlEscape Not True', 'Java Find Methods', 'Java Find Imports', 'Undocumented API', 'Portability Flaw In File Separator', 'Getter Method Could Be Property', 'Empty Methods', 'Explicit Calls To Methods', 'Declaration of Throws for Generic Exception', 'Use of Wrong Operator in String Comparison', 'Declaration Of Catch For Generic Exception', 'Explicit Instantiation'];SAST;01/06/2023;33;13/07/2023
0;42;83;03/05/2023;['CVE-2023-20863', 'CVE-2023-20861', 'CVE-2022-22950', 'CVE-2021-22096', 'CVE-2018-1272', 'CVE-2022-22971', 'CVE-2022-22970', 'CVE-2021-22060', 'CVE-2018-1199', 'CVE-2022-22965', 'CVE-2020-5397', 'CVE-2018-1271', 'CVE-2018-11040', 'CVE-2016-1000027', 'CVE-2013-7315', 'CVE-2014-0225', 'CVE-2020-5421', 'CVE-2013-6430', 'CVE-2014-0054', 'CVE-2013-6429', 'CVE-2018-11039', 'CVE-2011-2730', 'CVE-2011-2894', 'CVE-2020-13941', 'CVE-2018-1308', 'CVE-2013-6408', 'CVE-2019-12401', 'CVE-2018-8010', 'CVE-2021-27905', 'CVE-2013-6397', 'CVE-2021-29262', 'CVE-2019-0192', 'CVE-2017-3163', 'CVE-2021-29943', 'CVE-2018-11802', 'CVE-2017-3164', 'CVE-2021-44548', 'CVE-2012-6612', 'CVE-2021-42550', 'CVE-2017-5929', 'CVE-2021-29425', 'CVE-2018-14721', 'CVE-2020-14060', 'CVE-2020-10969', 'CVE-2020-11619', 'CVE-2020-11113', 'CVE-2020-35491', 'CVE-2020-36189', 'CVE-2020-10968', 'CVE-2020-9546', 'CVE-2020-36180', 'CVE-2018-14720', 'CVE-2020-9547', 'CVE-2019-12384', 'CVE-2019-14893', 'CVE-2019-17267', 'CVE-2020-24616', 'CVE-2020-14061', 'CVE-2021-20190', 'CVE-2020-14195', 'CVE-2018-19362', 'CVE-2019-16942', 'CVE-2019-16943', 'CVE-2020-11112', 'CVE-2020-14062', 'CVE-2018-14719', 'CVE-2020-36182', 'CVE-2020-10673', 'CVE-2020-36188', 'CVE-2020-36181', 'CVE-2020-8840', 'CVE-2020-25649', 'CVE-2020-11620', 'CVE-2018-19361', 'CVE-2020-36186', 'CVE-2020-9548', 'CVE-2020-36187', 'CVE-2020-36179', 'CVE-2020-36185', 'CVE-2019-16335', 'CVE-2022-42003', 'CVE-2018-7489', 'CVE-2019-12814', 'CVE-2020-24750', 'CVE-2020-36183', 'CVE-2018-12022', 'CVE-2019-17531', 'CVE-2018-11307', 'CVE-2019-14439', 'CVE-2020-35490', 'CVE-2020-11111', 'CVE-2019-12086', 'CVE-2018-14718', 'CVE-2020-10672', 'CVE-2019-14892', 'CVE-2019-14379', 'CVE-2018-12023', 'CVE-2020-36184', 'CVE-2020-10650', 'CVE-2020-36518', 'CVE-2019-20330', 'CVE-2019-14540', 'CVE-2018-19360', 'CVE-2020-35728', 'CVE-2022-42004', 'Cx6a5f7948-7054', 'Cx78f40514-81ff', 'CVE-2015-7501', 'CVE-2015-4852', 'CVE-2020-25638', 'CVE-2019-14900', 'CVE-2022-22968', 'CVE-2018-10237', 'CVE-2020-8908', 'CVE-2023-2976', 'CVE-2020-10683', 'CVE-2018-1000632', 'CVE-2019-10202', 'CVE-2020-13956', 'CVE-2021-36090', 'CVE-2021-35516', 'CVE-2021-35517', 'CVE-2018-11771', 'CVE-2021-35515', 'Cxeb68d52e-5509', 'CVE-2017-7536', 'CVE-2020-1695', 'CVE-2020-10688', 'CVE-2023-0482', 'CVE-2021-20289', 'CVE-2019-10172'];SCA;01/05/2023;34;13/07/2023
;2;11;03/07/2023;['Prototype Pollution', 'Stored XSS', 'Privacy Violation', 'SSRF', 'Improper Restriction of Stored XXE Ref', 'Input Path Not Canonicalized', 'Missing HSTS Header', 'Relative Path Traversal', 'Unvalidated Forwards', 'Improper Exception Handling', 'Improper Resource Shutdown or Release', 'Heap Inspection', 'Portability Flaw Locale Dependent Comparison', 'Object Hijack', 'Race Condition Format Flaw', 'Client JQuery Deprecated Symbols', 'Incorrect Permission Assignment For Critical Resources', 'Improper Resource Access Authorization', 'Log Forging', 'Use Of Hardcoded Password In Config', 'Information Exposure Through an Error Message', 'Serializable Class Containing Sensitive Data', 'Client DOM Open Redirect', 'Private Array Returned From A Public Method', 'TruffleHog HighEntropy Strings', 'Use of Non Cryptographic Random', 'Exposure of System Data', 'Unprotected Cookie', 'Unsafe Use Of Target blank', 'Escape False', 'Client Hardcoded Domain', 'Spring defaultHtmlEscape Not True', 'Missing X Frame Options', 'Missing Content Security Policy', 'Potential Clickjacking on Legacy Browsers', 'Spring Missing Content Security Policy', 'Spring Missing Expect CT Header', 'Java Find Methods', 'Java Find Imports', 'Undocumented API', 'Use of System exit', 'Just One of Equals and Hash code Defined', 'Portability Flaw In File Separator'];SAST;01/07/2023;35;13/07/2023
0;84;118;11/07/2022;['CVE-2021-41303', 'CVE-2022-40664', 'CVE-2020-17523', 'CVE-2019-12422', 'CVE-2022-32532', 'CVE-2021-23926', 'CVE-2023-1436', 'CVE-2022-45693', 'CVE-2022-40149', 'CVE-2022-40150', 'CVE-2022-45685', 'CVE-2021-28170', 'CVE-2021-37714', 'CVE-2022-36033', 'CVE-2019-3774', 'CVE-2022-22968', 'CVE-2020-13933', 'CVE-2020-17510', 'CVE-2022-42890', 'CVE-2020-25638', 'CVE-2019-14900', 'CVE-2019-3802', 'CVE-2019-3797', 'CVE-2022-22965', 'CVE-2022-22970', 'CVE-2016-5007', 'CVE-2021-22096', 'CVE-2018-1272', 'CVE-2022-22971', 'CVE-2010-1622', 'CVE-2021-22060', 'CVE-2011-2894', 'CVE-2022-22950', 'CVE-2014-3578', 'CVE-2022-40146', 'CVE-2022-41704', 'CVE-2022-38648', 'CVE-2022-38398', 'CVE-2018-1273', 'CVE-2018-1274', 'CVE-2020-11988', 'CVE-2020-5411', 'CVE-2023-20863', 'CVE-2023-20861', 'CVE-2018-1270', 'CVE-2018-1275', 'CVE-2018-1257', 'CVE-2018-1199', 'CVE-2020-5397', 'CVE-2020-5421', 'CVE-2018-11040', 'CVE-2018-11039', 'CVE-2018-15756', 'CVE-2016-1000027', 'CVE-2014-0107', 'CVE-2022-34169', 'CVE-2018-1271', 'CVE-2016-9878', 'CVE-2007-2379', 'CVE-2020-11023', 'CVE-2014-6071', 'CVE-2020-11022', 'CVE-2020-1957', 'CVE-2020-11989', 'CVE-2017-5662', 'CVE-2018-8013', 'CVE-2016-1000346', 'CVE-2020-15522', 'CVE-2016-1000339', 'CVE-2016-1000341', 'CVE-2016-1000352', 'CVE-2020-26939', 'CVE-2016-1000338', 'CVE-2016-1000344', 'CVE-2016-1000342', 'CVE-2016-1000343', 'CVE-2015-7940', 'CVE-2019-17359', 'CVE-2016-1000345', 'CVE-2013-1624', 'CVE-2018-5382', 'CVE-2017-7536', 'CVE-2021-42550', 'CVE-2017-5929', 'CVE-2018-10237', 'CVE-2020-8908', 'CVE-2023-2976', 'CVE-2018-14721', 'CVE-2020-14060', 'CVE-2020-10969', 'CVE-2020-11619', 'CVE-2020-11113', 'CVE-2020-35491', 'CVE-2020-36189', 'CVE-2020-10968', 'CVE-2020-9546', 'CVE-2020-36180', 'CVE-2018-14720', 'CVE-2020-9547', 'CVE-2019-12384', 'CVE-2019-14893', 'CVE-2019-17267', 'CVE-2020-24616', 'CVE-2020-14061', 'CVE-2017-7525', 'CVE-2021-20190', 'CVE-2020-14195', 'CVE-2018-19362', 'CVE-2019-16942', 'CVE-2019-16943', 'CVE-2020-11112', 'CVE-2020-14062', 'CVE-2018-14719', 'CVE-2020-36182', 'CVE-2020-10673', 'CVE-2020-36188', 'CVE-2020-36181', 'CVE-2020-8840', 'CVE-2017-15095', 'CVE-2020-25649', 'CVE-2020-11620', 'CVE-2018-19361', 'CVE-2020-36186', 'CVE-2020-9548', 'CVE-2020-36187', 'CVE-2020-36179', 'CVE-2020-36185', 'CVE-2017-17485', 'CVE-2019-16335', 'CVE-2022-42003', 'CVE-2018-7489', 'CVE-2019-12814', 'CVE-2020-24750', 'CVE-2020-36183', 'CVE-2018-12022', 'CVE-2019-17531', 'CVE-2018-11307', 'CVE-2019-14439', 'CVE-2020-35490', 'CVE-2020-11111', 'CVE-2019-12086', 'CVE-2018-14718', 'CVE-2020-10672', 'CVE-2019-14892', 'CVE-2019-14379', 'CVE-2018-12023', 'CVE-2020-36184', 'CVE-2020-10650', 'CVE-2020-36518', 'CVE-2019-20330', 'CVE-2019-14540', 'CVE-2018-19360', 'CVE-2020-35728', 'CVE-2018-5968', 'CVE-2022-42004', 'Cx78f40514-81ff', 'Cx8fd408ac-dd80', 'CVE-2018-1000873', 'CVE-2014-0114', 'CVE-2016-7051', 'Cxeb68d52e-5509', 'CVE-2021-29425', 'CVE-2020-10683', 'CVE-2018-1000632', 'CVE-2021-36373', 'CVE-2012-2098', 'CVE-2021-36374', 'CVE-2020-1945', 'CVE-2019-12415', 'CVE-2016-3092', 'CVE-2013-2186', 'CVE-2014-0050', 'CVE-2023-24998', 'CVE-2013-0248', 'CVE-2016-1000031', 'CVE-2020-26259', 'CVE-2021-39153', 'CVE-2021-39147', 'CVE-2021-39139', 'CVE-2021-21348', 'CVE-2022-40151', 'CVE-2020-26217', 'CVE-2016-3674', 'CVE-2022-41966', 'CVE-2021-39146', 'CVE-2021-39152', 'CVE-2021-39140', 'CVE-2021-43859', 'CVE-2017-7957', 'CVE-2021-39144', 'CVE-2021-21349', 'CVE-2021-39150', 'CVE-2021-21343', 'CVE-2021-21342', 'CVE-2021-39148', 'CVE-2021-21344', 'CVE-2021-21346', 'CVE-2020-26258', 'CVE-2021-21351', 'CVE-2021-39151', 'CVE-2022-40152', 'CVE-2021-39149', 'CVE-2021-29505', 'CVE-2021-21345', 'CVE-2021-39141', 'CVE-2021-21341', 'CVE-2021-39145', 'CVE-2021-39154', 'CVE-2021-21350', 'CVE-2021-21347'];SCA;01/07/2022;36;13/07/2023
0;47;77;29/08/2022;['CVE-2017-20151', 'CVE-2017-9096', 'Cx6a5f7948-7054', 'Cx78f40514-81ff', 'CVE-2015-7501', 'CVE-2015-4852', 'CVE-2021-31811', 'CVE-2021-27906', 'CVE-2021-31812', 'CVE-2021-27807', 'CVE-2017-5644', 'CVE-2017-12626', 'CVE-2014-3574', 'CVE-2014-3529', 'CVE-2021-28168', 'CVE-2016-7051', 'CVE-2014-0114', 'CVE-2021-42550', 'CVE-2017-5929', 'CVE-2019-12415', 'CVE-2020-25638', 'CVE-2019-14900', 'CVE-2018-20801', 'CVE-2020-10683', 'CVE-2018-1000632', 'CVE-2019-10202', 'CVE-2021-23926', 'CVE-2022-22968', 'CVE-2022-22965', 'CVE-2022-22970', 'CVE-2016-5007', 'CVE-2021-22096', 'CVE-2018-1272', 'CVE-2022-22971', 'CVE-2021-22060', 'CVE-2022-22950', 'CVE-2014-3578', 'CVE-2019-10172', 'Cx18bb8d98-18e8', 'CVE-2023-26116', 'CVE-2019-10768', 'Cxd034cc8e-79f3', 'Cxf013a387-1fbe', 'CVE-2023-26118', 'CVE-2019-14863', 'Cxcad95f4c-ad21', 'CVE-2023-26117', 'Cxc6dff9ba-ff4a', 'Cxb721c5e9-103a', 'Cx1d2566b2-1385', 'CVE-2020-7676', 'Cx6131f41a-a815', 'Cx2a9a446f-bf33', 'Cxb4ce7581-5499', 'CVE-2022-25869', 'CVE-2021-3163', 'CVE-2018-14721', 'CVE-2020-14060', 'CVE-2020-10969', 'CVE-2020-11619', 'CVE-2020-11113', 'CVE-2020-35491', 'CVE-2020-36189', 'CVE-2020-10968', 'CVE-2020-9546', 'CVE-2020-36180', 'CVE-2018-14720', 'CVE-2020-9547', 'CVE-2019-12384', 'CVE-2019-14893', 'CVE-2019-17267', 'CVE-2020-24616', 'CVE-2020-14061', 'CVE-2017-7525', 'CVE-2021-20190', 'CVE-2020-14195', 'CVE-2018-19362', 'CVE-2019-16942', 'CVE-2019-16943', 'CVE-2020-11112', 'CVE-2020-14062', 'CVE-2018-14719', 'CVE-2020-36182', 'CVE-2020-10673', 'CVE-2020-36188', 'CVE-2020-36181', 'CVE-2020-8840', 'CVE-2017-15095', 'CVE-2020-25649', 'CVE-2020-11620', 'CVE-2018-19361', 'CVE-2020-36186', 'CVE-2020-9548', 'CVE-2020-36187', 'CVE-2020-36179', 'CVE-2020-36185', 'CVE-2017-17485', 'CVE-2019-16335', 'CVE-2022-42003', 'CVE-2018-7489', 'CVE-2019-12814', 'CVE-2020-24750', 'CVE-2020-36183', 'CVE-2018-12022', 'CVE-2019-17531', 'CVE-2018-11307', 'CVE-2019-14439', 'CVE-2020-35490', 'CVE-2020-11111', 'CVE-2019-12086', 'CVE-2018-14718', 'CVE-2020-10672', 'CVE-2019-14892', 'CVE-2019-14379', 'CVE-2018-12023', 'CVE-2020-36184', 'CVE-2020-10650', 'CVE-2020-36518', 'CVE-2019-20330', 'CVE-2019-14540', 'CVE-2018-19360', 'CVE-2020-35728', 'CVE-2018-5968', 'CVE-2022-42004', 'CVE-2023-20863', 'CVE-2023-20861', 'CVE-2014-6071'];SCA;01/08/2022;37;13/07/2023
;0;23;30/06/2023;['Reflected XSS All Clients', 'Client DOM Stored XSS', 'Client Potential XSS', 'Cleartext Submission of Sensitive Information', 'HttpOnlyCookies In Config', 'Missing HSTS Header', 'Session Fixation', 'SSRF', 'Unchecked Input for Loop Condition', 'Spring Missing HSTS Header', 'Escape False', 'Spring Overly Permissive Cross Origin Resource Sharing Policy', 'Log Forging', 'TruffleHog HighEntropy Strings', 'Client JQuery Deprecated Symbols', 'Portability Flaw Locale Dependent Comparison', 'Improper Exception Handling', 'Use Of Hardcoded Password In Config', 'Stored Log Forging', 'Information Exposure Through an Error Message', 'Improper Resource Shutdown or Release', 'Client Hardcoded Domain', 'Incorrect Permission Assignment For Critical Resources', 'Integer Overflow', 'Unsafe Use Of Target blank', 'Improper Resource Access Authorization', 'Integer Underflow', 'Unsynchronized Access To Shared Data', 'Client Use Of Iframe Without Sandbox', 'Uncontrolled Memory Allocation', 'Client Potential DOM Open Redirect', 'Information Leak Through Comments', 'Use Of Hardcoded Password', 'Cleansing Canonicalization and Comparison Errors', 'Potential Clickjacking on Legacy Browsers', 'Missing Content Security Policy', 'Trust Boundary Violation in Session Variables', 'Spring Missing Content Security Policy', 'Spring Missing Expect CT Header', 'Spring defaultHtmlEscape Not True', 'Spring Use Of Hardcoded Password', 'Java Find Imports', 'Java Find Methods', 'Undocumented API', 'Portability Flaw In File Separator', 'Declaration of Throws for Generic Exception', 'Suspicious Endpoints', 'Potential Usage of Vulnerable Log4J', 'Use of Wrong Operator in String Comparison'];SAST;01/06/2023;38;13/07/2023
;40;8;30/06/2023;['Second Order SQL Injection', 'OS Access Violation', 'Parameter Tampering', 'Hardcoded Password in Connection String', 'Unchecked Input for Loop Condition', 'Default Definer Rights in Method Definition', 'Trust Boundary Violation in Session Variables', 'Information Exposure Through an Error Message', 'Overly Permissive Cross Origin Resource Sharing Policy', 'Missing Content Security Policy', 'Improper Resource Shutdown or Release', 'Python Find Methods', 'Python Find Imports', 'Hardcoded Absolute Path'];SAST;01/06/2023;39;13/07/2023
;1;8;30/06/2023;['Client Dynamic File Inclusion', 'Client Privacy Violation', 'Angular Improper Type Pipe Usage', 'Client HTML5 Store Sensitive data In Web Storage', 'Log Forging', 'Potential Clickjacking on Legacy Browsers', 'Client Hardcoded Domain', 'Angular Deprecated API', 'Hardcoded Absolute Path'];SAST;01/06/2023;40;13/07/2023
0;28;54;08/07/2022;['CVE-2022-24785', 'CVE-2022-31129', 'Cx62f5bb1b-fa5e', 'Cxd5bca5ea-10a5', 'CVE-2020-12648', 'Cx31999541-7408', 'CVE-2022-23494', 'Cxd0abd895-425d', 'CVE-2007-2379', 'CVE-2020-11023', 'CVE-2014-6071', 'CVE-2015-9251', 'CVE-2019-11358', 'CVE-2020-11022', 'Cxf0b588a3-5c6f', 'CVE-2016-10707', 'CVE-2022-25883', 'CVE-2019-12415', 'CVE-2017-5644', 'CVE-2014-3574', 'CVE-2014-3529', 'CVE-2019-10172', 'CVE-2017-12626', 'CVE-2020-7020', 'CVE-2021-22144', 'CVE-2020-7021', 'CVE-2021-22135', 'CVE-2021-22137', 'CVE-2021-22146', 'CVE-2014-3558', 'CVE-2021-22096', 'CVE-2022-22971', 'CVE-2022-22970', 'CVE-2021-22060', 'CVE-2022-22950', 'CVE-2017-18640', 'CVE-2022-25857', 'CVE-2022-38751', 'CVE-2022-1471', 'CVE-2022-41854', 'CVE-2022-38752', 'CVE-2022-38749', 'CVE-2022-38750', 'CVE-2016-1000027', 'CVE-2021-4231', 'CVE-2019-10202', 'CVE-2021-28170', 'CVE-2020-25638', 'CVE-2019-14900', 'CVE-2021-26296', 'CVE-2022-22968', 'CVE-2022-22965', 'CVE-2021-23926', 'CVE-2023-20863', 'CVE-2023-20861', 'CVE-2014-0114', 'CVE-2020-8908', 'CVE-2023-2976', 'Cxeb68d52e-5509', 'Cx6a5f7948-7054', 'Cx78f40514-81ff', 'CVE-2015-7501', 'CVE-2015-4852', 'CVE-2021-42550', 'CVE-2021-20190', 'CVE-2020-25649', 'CVE-2022-42003', 'CVE-2021-46877', 'CVE-2020-10650', 'CVE-2020-36518', 'Cxced0c06c-935c', 'CVE-2022-42004', 'CVE-2022-25647', 'CVE-2020-28491', 'CVE-2021-33813', 'CVE-2020-10683', 'CVE-2018-1000632', 'CVE-2016-3092', 'CVE-2013-2186', 'CVE-2014-0050', 'CVE-2023-24998', 'CVE-2013-0248', 'CVE-2016-1000031', 'CVE-2020-13956', 'CVE-2022-40151', 'CVE-2022-40152', 'CVE-2017-9096'];SCA;01/07/2022;41;13/07/2023
;0;33;30/06/2023;['Reflected XSS All Clients', 'Client DOM Stored XSS', 'Stored XSS', 'Privacy Violation', 'Unchecked Input for Loop Condition', 'Cleartext Submission of Sensitive Information', 'Input Path Not Canonicalized', 'CSRF', 'Client Potential XSS', 'Relative Path Traversal', 'Stored Absolute Path Traversal', 'Client Potential Code Injection', 'ReDoS From Regex Injection', 'Struts Form Does Not Extend Validation Class', 'Unchecked Input For Loop Condition', 'Excessive Data Exposure', 'Frameable Login Page', 'Struts Incomplete Validate Method Definition', 'Struts Form Field Without Validator', 'Log Forging', 'Private Array Returned From A Public Method', 'Struts Unvalidated Action Form', 'Public Data Assigned to Private Array', 'Escape False', 'Trust Boundary Violation in Session Variables', 'Stored Log Forging', 'Insufficiently Protected Credentials', 'Stored Boundary Violation', 'Portability Flaw Locale Dependent Comparison', 'Information Exposure Through Query String', 'Information Exposure Through an Error Message', 'Incorrect Permission Assignment For Critical Resources', 'Struts Thread Safety Violation In Action Class', 'Integer Overflow', 'Integer Underflow', 'Heap Inspection', 'Suspected XSS', 'Client JQuery Deprecated Symbols', 'Improper Exception Handling', 'Improper Resource Shutdown or Release', 'Information Exposure Through Debug Log', 'Open Redirect', 'Spring Overly Permissive Cross Origin Resource Sharing Policy', 'Struts Non Private Field In ActionForm Class', 'Cleansing Canonicalization and Comparison Errors', 'Unprotected Cookie', 'Race Condition Format Flaw', 'Unrestricted File Upload', 'Client Use Of Iframe Without Sandbox', 'Missing X Frame Options', 'Improper Resource Access Authorization', 'Object Hijack', 'Permissive Content Security Policy', 'Serializable Class Containing Sensitive Data', 'Spring defaultHtmlEscape Not True', 'Spring Missing Content Security Policy', 'Spring Missing Expect CT Header', 'Struts Mapping to Missing Form Bean', 'Java Find Imports', 'Portability Flaw In File Separator'];SAST;01/06/2023;42;13/07/2023
0;1;4;25/11/2021;['CVE-2022-29117', 'CVE-2007-2379', 'CVE-2014-6071', 'Cx46691637-14e8', 'CVE-2014-4075'];SCA;01/11/2021;43;13/07/2023
0;73;102;24/03/2023;['CVE-2019-3774', 'CVE-2016-5007', 'CVE-2021-22096', 'CVE-2018-1272', 'CVE-2022-22971', 'CVE-2022-22970', 'CVE-2021-22060', 'CVE-2022-22950', 'CVE-2022-22965', 'CVE-2020-5397', 'CVE-2015-5211', 'CVE-2020-5421', 'CVE-2018-11040', 'CVE-2018-11039', 'CVE-2018-15756', 'CVE-2016-1000027', 'CVE-2022-22968', 'CVE-2018-1271', 'CVE-2016-9878', 'CVE-2019-8331', 'CVE-2018-20676', 'CVE-2016-10735', 'CVE-2018-14040', 'CVE-2018-20677', 'CVE-2018-14042', 'CVE-2022-24785', 'CVE-2017-18214', 'CVE-2016-4055', 'Cx5c009a1a-2054', 'CVE-2021-32808', 'CVE-2021-32809', 'CVE-2021-37695', 'CVE-2020-27193', 'CVE-2023-28439', 'CVE-2020-9440', 'CVE-2021-26272', 'CVE-2021-41165', 'CVE-2020-9281', 'CVE-2021-41164', 'CVE-2022-24728', 'CVE-2021-26271', 'CVE-2022-24729', 'CVE-2018-17960', 'CVE-2023-20863', 'CVE-2023-20861', 'Cx18bb8d98-18e8', 'CVE-2023-26116', 'CVE-2019-10768', 'Cxd034cc8e-79f3', 'Cxf013a387-1fbe', 'CVE-2023-26118', 'Cxcad95f4c-ad21', 'CVE-2023-26117', 'Cxc6dff9ba-ff4a', 'CVE-2020-7676', 'CVE-2022-25869', 'CVE-2021-42550', 'CVE-2017-5929', 'CVE-2020-26259', 'CVE-2021-39153', 'CVE-2021-39147', 'CVE-2021-39139', 'CVE-2021-21348', 'CVE-2022-40151', 'CVE-2020-26217', 'CVE-2022-41966', 'CVE-2021-39146', 'CVE-2021-39152', 'CVE-2021-39140', 'CVE-2021-43859', 'CVE-2021-39144', 'CVE-2021-21349', 'CVE-2021-39150', 'CVE-2021-21343', 'CVE-2021-21342', 'CVE-2021-39148', 'CVE-2021-21344', 'CVE-2021-21346', 'CVE-2020-26258', 'CVE-2021-21351', 'CVE-2021-39151', 'CVE-2022-40152', 'CVE-2021-39149', 'CVE-2021-29505', 'CVE-2021-21345', 'CVE-2021-39141', 'CVE-2019-10173', 'CVE-2021-21341', 'CVE-2021-39145', 'CVE-2021-39154', 'CVE-2021-21350', 'CVE-2021-21347', 'Cx78f40514-81ff', 'CVE-2022-25647', 'CVE-2018-14721', 'CVE-2020-14060', 'CVE-2020-10969', 'CVE-2020-11619', 'CVE-2020-11113', 'CVE-2020-35491', 'CVE-2020-36189', 'CVE-2020-10968', 'CVE-2020-9546', 'CVE-2020-36180', 'CVE-2018-14720', 'CVE-2020-9547', 'CVE-2019-12384', 'CVE-2019-14893', 'CVE-2019-17267', 'CVE-2020-24616', 'CVE-2020-14061', 'CVE-2021-20190', 'CVE-2020-14195', 'CVE-2018-19362', 'CVE-2019-16942', 'CVE-2019-16943', 'CVE-2020-11112', 'CVE-2020-14062', 'CVE-2018-14719', 'CVE-2020-36182', 'CVE-2020-10673', 'CVE-2020-36188', 'CVE-2020-36181', 'CVE-2020-8840', 'CVE-2020-25649', 'CVE-2020-11620', 'CVE-2018-19361', 'CVE-2020-36186', 'CVE-2020-9548', 'CVE-2020-36187', 'CVE-2020-36179', 'CVE-2020-36185', 'CVE-2019-16335', 'CVE-2022-42003', 'CVE-2018-7489', 'CVE-2019-12814', 'CVE-2020-24750', 'CVE-2020-36183', 'CVE-2018-12022', 'CVE-2019-17531', 'CVE-2018-11307', 'CVE-2019-14439', 'CVE-2020-35490', 'CVE-2020-11111', 'CVE-2019-12086', 'CVE-2018-14718', 'CVE-2020-10672', 'CVE-2019-14892', 'CVE-2019-14379', 'CVE-2018-12023', 'CVE-2020-36184', 'CVE-2020-10650', 'CVE-2020-36518', 'CVE-2019-20330', 'CVE-2019-14540', 'CVE-2018-19360', 'CVE-2020-35728', 'CVE-2022-42004', 'Cx6a5f7948-7054', 'CVE-2015-7501', 'CVE-2015-4852', 'Cxeb68d52e-5509', 'CVE-2014-0114', 'CVE-2021-37533', 'CVE-2017-12626', 'CVE-2021-28168', 'CVE-2016-3092', 'CVE-2023-24998', 'CVE-2016-1000031', 'CVE-2020-13956', 'CVE-2020-25638', 'CVE-2019-14900', 'CVE-2020-5411', 'CVE-2023-1436', 'CVE-2022-45693', 'CVE-2022-40149', 'CVE-2022-40150', 'CVE-2022-45685', 'CVE-2022-45688', 'CVE-2022-45690', 'CVE-2022-45689', 'CVE-2020-10683', 'CVE-2018-1000632', 'CVE-2021-29425', 'CVE-2021-37714', 'CVE-2022-36033'];SCA;01/03/2023;44;13/07/2023
0;0;0;13/02/2023;[];SCA;01/02/2023;45;13/07/2023
;0;41;30/06/2023;['Unsafe Object Binding', 'Stored Absolute Path Traversal', 'Relative Path Traversal', 'Stored Relative Path Traversal', 'Angular Improper Type Pipe Usage', 'Improper Restriction of Stored XXE Ref', 'Input Path Not Canonicalized', 'Spring CSRF', 'Spring Overly Permissive Cross Origin Resource Sharing Policy', 'Improper Exception Handling', 'Spring Missing Function Level Authorization', 'Improper Resource Access Authorization', 'Log Forging', 'Public Data Assigned to Private Array', 'Incorrect Permission Assignment For Critical Resources', 'Stored Log Forging', 'Improper Resource Shutdown or Release', 'Information Exposure Through an Error Message', 'Unrestricted File Upload', 'Heap Inspection', 'Client Hardcoded Domain', 'Use of Non Cryptographic Random', 'Spring Use Of Hardcoded Password', 'Portability Flaw Locale Dependent Comparison', 'Use of Broken or Risky Cryptographic Algorithm', 'Spring Missing Expect CT Header', 'Spring Missing Content Security Policy', 'Use Of Hardcoded Password', 'Unsafe Use Of Target blank', 'Blind SQL Injections', 'Stored HTTP Response Splitting', 'Potential Clickjacking on Legacy Browsers', 'Angular Usage of Unsafe DOM Sanitizer', 'TruffleHog HighEntropy Strings', 'Java Find Imports', 'Java Find Methods', 'Spring Missing Object Level Authorization', 'Undocumented API', 'Portability Flaw In File Separator'];SAST;01/06/2023;46;13/07/2023
